user_id,user_level
0,S级达人
102216602,F级达人
108029402,F级达人
108245192,F级达人
108986769,本月新增达人
109733943,本月新增达人
110790191,B级达人
111527705,D级达人
11203209,B级达人
113127278,F级达人
11442116,F级达人
11547446,C级达人
118022576,F级达人
12018312,A级达人
121383020,E级达人
121447631,0交易达人
123526980,F级达人
124201222,0交易达人
12573626,B级达人
126092147,A级达人
127302915,C级达人
127739307,0交易达人
12802563,0交易达人
128854570,F级达人
133030494,F级达人
133609317,F级达人
137009644,F级达人
138640670,0交易达人
138987264,F级达人
139239287,0交易达人
13950608,D级达人
142879917,F级达人
152589032,F级达人
152612899,F级达人
15461362,0交易达人
15791435,D级达人
15832989,F级达人
15891164,E级达人
159973656,0交易达人
161548316,A级达人
161551559,D级达人
162196038,S级达人
166422589,0交易达人
166430805,F级达人
166943832,0交易达人
173925398,0交易达人
175196604,本月新增达人
175668195,本月新增达人
175773540,本月新增达人
175778386,本月新增达人
175795477,本月新增达人
175892237,本月新增达人
176107523,本月新增达人
18322340,D级达人
19229558,F级达人
19889832,A级达人
20369414,C级达人
21603279,F级达人
21696300,0交易达人
21854238,0交易达人
22964856,本月新增达人
24204941,本月新增达人
24745802,0交易达人
26068899,A级达人
28231419,F级达人
28371341,C级达人
29428076,A级达人
29613584,0交易达人
29894383,F级达人
31665671,E级达人
32695947,F级达人
34150779,E级达人
34872051,C级达人
36264325,F级达人
36273190,A级达人
36637525,C级达人
3690757,F级达人
3690765,F级达人
37313117,F级达人
37820233,0交易达人
37828135,F级达人
37928524,本月新增达人
38307345,A级达人
39276055,0交易达人
39485356,0交易达人
42106090,F级达人
43596384,E级达人
47165701,F级达人
49113357,0交易达人
49792202,本月新增达人
49811433,0交易达人
50203157,D级达人
50544439,F级达人
50792705,A级达人
51392313,F级达人
58282690,F级达人
5867583,0交易达人
58745113,F级达人
60664033,C级达人
6398721,E级达人
6436511,B级达人
64487312,0交易达人
64811898,本月新增达人
6494942,0交易达人
65092470,F级达人
65574759,F级达人
66267791,F级达人
68266803,0交易达人
68621897,F级达人
68807481,F级达人
6932210,F级达人
6989328,C级达人
70689641,C级达人
7219051,E级达人
72633566,F级达人
73682839,F级达人
75953558,F级达人
77648434,F级达人
7765441,本月新增达人
77690528,B级达人
77764274,F级达人
8254158,F级达人
83719951,F级达人
8384010,0交易达人
84188918,E级达人
84931995,F级达人
9109739,F级达人
92179080,F级达人
94621657,F级达人
97745432,0交易达人
98707297,F级达人
99721494,F级达人
112678470,F级达人
116058336,D级达人
11610704,F级达人
120020275,F级达人
122687948,0交易达人
123288873,0交易达人
123961717,0交易达人
123966632,E级达人
126322735,0交易达人
12699545,D级达人
127312148,F级达人
128568118,F级达人
130843836,F级达人
13285496,C级达人
13734419,C级达人
13896709,0交易达人
144925062,D级达人
14542791,B级达人
145562386,F级达人
147610535,0交易达人
150670384,F级达人
153687041,0交易达人
154178501,E级达人
15467840,F级达人
15652888,F级达人
157934440,F级达人
158623781,F级达人
159145547,F级达人
16207708,0交易达人
16881663,0交易达人
169302827,0交易达人
17077277,D级达人
170875177,0交易达人
17215328,F级达人
173836135,本月新增达人
18500392,F级达人
19520020,C级达人
19805819,C级达人
20371594,F级达人
20993774,D级达人
21140849,F级达人
21668269,本月新增达人
22477238,S级达人
22932140,0交易达人
23223016,F级达人
24215178,C级达人
24990280,C级达人
25703330,本月新增达人
26267742,C级达人
26926942,E级达人
27220529,E级达人
28038049,F级达人
29434947,F级达人
29583484,0交易达人
30350846,0交易达人
30899130,C级达人
35263407,A级达人
35454042,F级达人
35807694,0交易达人
35834251,F级达人
36272884,0交易达人
36340571,F级达人
37603091,E级达人
37867022,F级达人
38454067,E级达人
38742987,A级达人
39584181,E级达人
39695661,E级达人
40103249,本月新增达人
40159644,本月新增达人
40696133,D级达人
41975180,A级达人
42067087,F级达人
42112333,0交易达人
42239956,F级达人
42881559,F级达人
43663592,本月新增达人
44046176,F级达人
44156468,C级达人
44632450,S级达人
4557496,A级达人
45850797,E级达人
46352369,F级达人
46983118,0交易达人
47530534,A级达人
47745220,0交易达人
49318737,0交易达人
49587912,本月新增达人
50016831,0交易达人
51428004,F级达人
51601133,0交易达人
52562291,F级达人
53834380,A级达人
56383632,E级达人
5799955,S级达人
5800040,B级达人
63319693,F级达人
64288023,F级达人
6502856,F级达人
65221785,F级达人
65647386,0交易达人
6594885,A级达人
65997552,F级达人
6659834,0交易达人
67068380,F级达人
67686455,F级达人
6848236,B级达人
68669438,F级达人
69083227,F级达人
70058171,A级达人
71432764,A级达人
7162063,C级达人
7180926,F级达人
72487651,D级达人
76735025,C级达人
77644810,F级达人
7772630,F级达人
7808973,A级达人
80924054,F级达人
81818196,本月新增达人
8278880,C级达人
83874663,0交易达人
84345710,F级达人
86483033,F级达人
8952863,F级达人
90908948,F级达人
91918388,C级达人
9766569,0交易达人
9801745,A级达人
9814605,B级达人
9840207,F级达人
98533165,F级达人
10029087,D级达人
10113016,F级达人
10344308,F级达人
10468920,E级达人
10867617,C级达人
108774348,F级达人
109352122,F级达人
111785195,F级达人
112691583,F级达人
112854186,F级达人
115815236,E级达人
11627843,E级达人
11628209,B级达人
116307638,F级达人
116811142,C级达人
116992406,0交易达人
117934146,E级达人
121824883,0交易达人
127357530,D级达人
127853584,0交易达人
129006463,F级达人
129093577,A级达人
13014486,本月新增达人
130705430,F级达人
131550319,F级达人
131953745,0交易达人
137953380,F级达人
139088901,0交易达人
139102689,F级达人
14470966,A级达人
145021072,B级达人
145908471,E级达人
146728388,F级达人
147751255,C级达人
148126485,C级达人
15163603,0交易达人
151783343,F级达人
15382457,0交易达人
15389572,F级达人
154266415,F级达人
157319823,F级达人
159143722,0交易达人
159412537,F级达人
160680859,F级达人
161250394,F级达人
16516426,F级达人
165242450,D级达人
165641067,F级达人
16614707,F级达人
166699436,本月新增达人
167826431,F级达人
168194541,F级达人
16910950,E级达人
170066172,0交易达人
170807509,0交易达人
171112032,0交易达人
17229187,F级达人
172937473,0交易达人
173039376,F级达人
174263843,0交易达人
174293322,本月新增达人
174910905,本月新增达人
17530347,D级达人
176079682,本月新增达人
176477073,本月新增达人
18136465,F级达人
18362272,F级达人
19410167,E级达人
19523104,F级达人
19861477,C级达人
20104020,F级达人
21876140,F级达人
22025592,0交易达人
23223146,本月新增达人
23983111,F级达人
24248460,F级达人
24303282,E级达人
24333884,B级达人
24708987,0交易达人
25896284,0交易达人
26533448,A级达人
28384924,0交易达人
28460046,F级达人
28819607,F级达人
30683795,F级达人
31456845,0交易达人
31768647,F级达人
32568067,本月新增达人
32891734,E级达人
33146984,F级达人
34055447,A级达人
35483243,E级达人
35535960,F级达人
3690751,0交易达人
37322757,本月新增达人
39386584,A级达人
40157691,D级达人
41536976,C级达人
42635010,0交易达人
42974444,0交易达人
42992698,0交易达人
43123847,0交易达人
43368660,F级达人
44891044,0交易达人
47077234,F级达人
48930958,F级达人
49226581,F级达人
4954789,E级达人
50377589,本月新增达人
50831947,0交易达人
51607109,E级达人
53185690,C级达人
53456508,F级达人
5376702,F级达人
5414781,F级达人
5513431,F级达人
55910744,F级达人
56082724,C级达人
58874778,F级达人
5919458,B级达人
5937737,F级达人
66385583,0交易达人
67045358,E级达人
74317804,F级达人
7567392,E级达人
8334162,A级达人
8360941,F级达人
8427380,D级达人
91993261,F级达人
9226936,F级达人
94250850,本月新增达人
95255391,0交易达人
96777030,0交易达人
98168863,F级达人
102171172,本月新增达人
10781408,F级达人
109291449,F级达人
113699495,0交易达人
114123803,0交易达人
115136976,F级达人
116084054,0交易达人
116105468,0交易达人
117546833,C级达人
12047460,E级达人
120942063,F级达人
123717371,0交易达人
12573385,A级达人
12634709,F级达人
12707994,F级达人
