user_id,user_level
10061345,F级达人
101252812,F级达人
102171172,本月新增达人
103252615,E级达人
104448374,F级达人
105982890,B级达人
107890307,C级达人
10920761,F级达人
114145972,0交易达人
114162134,E级达人
114980569,F级达人
11508750,A级达人
120614889,F级达人
120944622,F级达人
120955706,F级达人
12215142,S级达人
122276599,F级达人
12231840,0交易达人
12320835,本月新增达人
125799507,F级达人
127120086,F级达人
128018936,D级达人
128565366,F级达人
130205756,F级达人
130392756,F级达人
131786250,E级达人
13314800,C级达人
133304465,F级达人
13494397,A级达人
13651150,A级达人
136726205,F级达人
13672949,0交易达人
13769654,D级达人
139320799,0交易达人
139489616,F级达人
14016432,F级达人
142687673,E级达人
143002962,F级达人
146728388,F级达人
147643062,0交易达人
148057788,0交易达人
149167213,F级达人
149168857,E级达人
15018260,0交易达人
151069400,D级达人
153913257,F级达人
153955549,本月新增达人
154089208,F级达人
15467840,F级达人
154935948,D级达人
156661096,F级达人
157273946,0交易达人
162839409,F级达人
16360471,A级达人
163819063,B级达人
163820360,D级达人
165486618,E级达人
165495255,F级达人
166637907,F级达人
168289474,D级达人
169413396,F级达人
16944841,F级达人
171067768,F级达人
171308724,E级达人
172694724,0交易达人
173107459,0交易达人
175594576,本月新增达人
176079682,本月新增达人
19028273,F级达人
19554026,0交易达人
20010568,F级达人
20180167,F级达人
20307686,0交易达人
20512663,F级达人
20682400,0交易达人
20687845,F级达人
20704930,F级达人
21157691,F级达人
21648767,F级达人
22219196,C级达人
22905125,F级达人
23541890,A级达人
23952784,F级达人
26368342,E级达人
27501954,F级达人
28174930,E级达人
28188825,D级达人
28364102,E级达人
29150932,C级达人
29409363,0交易达人
29566430,F级达人
29864632,F级达人
30225109,F级达人
30379088,E级达人
30673884,E级达人
31806397,0交易达人
33071935,F级达人
33115385,F级达人
33284760,F级达人
33531889,A级达人
33616460,0交易达人
34046601,F级达人
35224647,F级达人
37535811,0交易达人
38137342,E级达人
38439114,A级达人
38579086,E级达人
38595166,F级达人
38726581,F级达人
38837905,F级达人
39299664,F级达人
39335191,0交易达人
39847919,F级达人
39971035,0交易达人
41602770,本月新增达人
42067087,F级达人
42097593,F级达人
43012783,F级达人
44384733,F级达人
44633458,C级达人
44698321,0交易达人
44869845,F级达人
46332786,F级达人
47084066,E级达人
47491417,A级达人
47953597,0交易达人
48298467,本月新增达人
49257140,F级达人
49708417,本月新增达人
49718463,0交易达人
50267485,F级达人
51213734,0交易达人
51869119,F级达人
54002622,F级达人
54171846,F级达人
54972219,F级达人
5543628,A级达人
58105926,E级达人
5813375,C级达人
59113169,F级达人
59907270,E级达人
61021659,F级达人
61737953,F级达人
63450050,A级达人
64746840,0交易达人
65092470,F级达人
65463889,F级达人
6573214,E级达人
6607564,C级达人
66132682,E级达人
6660741,A级达人
66846394,E级达人
6686305,F级达人
6848236,B级达人
68801061,F级达人
6907840,F级达人
70133793,F级达人
7063653,0交易达人
70735219,D级达人
7105160,A级达人
71122178,E级达人
72271144,F级达人
72482874,0交易达人
73098892,F级达人
75208976,F级达人
77069410,F级达人
77237725,F级达人
7755561,F级达人
78266383,F级达人
78357724,0交易达人
79150123,A级达人
79603918,F级达人
79717205,E级达人
80269691,F级达人
8042288,A级达人
8210221,0交易达人
82215855,F级达人
84343279,F级达人
8501526,0交易达人
85412682,0交易达人
86023216,C级达人
87355599,E级达人
90812777,0交易达人
91557547,0交易达人
94003535,C级达人
99962192,0交易达人
10008482,F级达人
10047809,0交易达人
103291451,F级达人
104290513,F级达人
105186477,F级达人
105469688,F级达人
106277144,D级达人
107334382,D级达人
110680382,F级达人
112230784,0交易达人
11256060,A级达人
112626623,F级达人
112852295,0交易达人
114179261,D级达人
115020919,0交易达人
116393966,F级达人
116422808,F级达人
119732936,本月新增达人
122036696,E级达人
123157044,F级达人
12560630,0交易达人
12643093,F级达人
127191194,0交易达人
127347824,F级达人
128259416,0交易达人
129428684,F级达人
130699396,F级达人
131687578,F级达人
138373468,E级达人
138717278,F级达人
139547761,A级达人
139637606,0交易达人
139664766,F级达人
140788973,F级达人
14157600,F级达人
142199882,0交易达人
14420663,F级达人
144684401,F级达人
145362401,F级达人
145918422,F级达人
14647726,F级达人
14837954,F级达人
148826605,0交易达人
15045494,A级达人
150868738,F级达人
151879540,D级达人
152002260,F级达人
15362702,F级达人
15363463,0交易达人
156170376,0交易达人
156778331,F级达人
158933183,F级达人
159967598,F级达人
160114168,F级达人
161959735,F级达人
16345598,E级达人
164235525,F级达人
16704470,F级达人
16886773,E级达人
170043515,0交易达人
171323379,A级达人
172738131,F级达人
173008682,0交易达人
174587008,本月新增达人
17490958,0交易达人
175926088,本月新增达人
176004069,本月新增达人
17613961,C级达人
176347904,本月新增达人
176403911,本月新增达人
17841561,0交易达人
18516160,F级达人
18762910,B级达人
19698533,E级达人
20034455,C级达人
20369414,C级达人
20986306,F级达人
21937602,F级达人
22334772,B级达人
22465926,本月新增达人
23250956,0交易达人
23359378,S级达人
24118679,0交易达人
26533448,A级达人
26761875,A级达人
26800061,A级达人
26942351,本月新增达人
27070191,C级达人
27335727,E级达人
27396907,F级达人
28985993,F级达人
29692625,D级达人
29714123,E级达人
30650486,F级达人
31080940,C级达人
31244069,0交易达人
31585317,A级达人
32670096,S级达人
33396202,B级达人
33479525,0交易达人
33621318,0交易达人
34786301,F级达人
35309280,C级达人
36264376,F级达人
36273190,A级达人
36756335,F级达人
3684079,F级达人
37222391,0交易达人
37662765,F级达人
37988117,E级达人
38243764,0交易达人
38477480,C级达人
38586403,F级达人
40379671,F级达人
41535830,C级达人
41540856,本月新增达人
41566734,F级达人
42015543,0交易达人
4236550,B级达人
43527375,F级达人
43770477,0交易达人
44009278,E级达人
44041354,E级达人
44507310,F级达人
44518487,0交易达人
44891552,F级达人
45178083,F级达人
45657464,F级达人
46552004,F级达人
47745220,0交易达人
49007295,F级达人
4911684,0交易达人
4941742,A级达人
49752062,A级达人
49813469,0交易达人
50237706,0交易达人
50684820,F级达人
51204193,0交易达人
5139654,0交易达人
52238737,B级达人
5304272,F级达人
53782211,F级达人
5463004,A级达人
55162047,F级达人
5673083,F级达人
5821040,A级达人
58438648,F级达人
62765235,F级达人
65302812,F级达人
65385190,F级达人
66539241,F级达人
66924800,0交易达人
67755387,F级达人
6991911,F级达人
70031399,F级达人
7011817,F级达人
7089341,0交易达人
7109556,A级达人
71602381,F级达人
74470294,F级达人
7600703,F级达人
77150921,F级达人
77885912,0交易达人
78715378,F级达人
78795738,0交易达人
8097802,C级达人
82767463,F级达人
83395288,0交易达人
84216006,F级达人
85295039,F级达人
85573305,F级达人
8786550,F级达人
87911532,F级达人
89304678,F级达人
9427882,F级达人
94463401,F级达人
94826657,F级达人
95246012,F级达人
95287928,F级达人
9545184,E级达人
98235589,C级达人
99212055,C级达人
9929419,0交易达人
10029614,E级达人
102171615,E级达人
105042585,F级达人
111111061,F级达人
11159175,F级达人
112792426,0交易达人
112895660,F级达人
114157371,0交易达人
114575766,0交易达人
114803099,F级达人
11585726,0交易达人
115958762,F级达人
117522792,0交易达人
117993362,F级达人
118063137,0交易达人
118183132,F级达人
118520605,F级达人
119600858,0交易达人
120514001,F级达人
12111402,0交易达人
121118400,F级达人
124490394,E级达人
126075331,E级达人
126092147,A级达人
126124381,C级达人
126452876,F级达人
126868252,F级达人
126869704,0交易达人
127963475,F级达人
128801174,F级达人
129093577,A级达人
130143198,F级达人
130198886,F级达人
130694343,F级达人
132300842,F级达人
133018789,0交易达人
133609317,F级达人
13950608,D级达人
141889847,F级达人
143431271,本月新增达人
144119204,0交易达人
14470966,A级达人
146978412,D级达人
148908194,E级达人
152014697,F级达人
15361854,D级达人
15480921,D级达人
15836104,0交易达人
15987213,本月新增达人
161728109,F级达人
161909970,A级达人
163790086,0交易达人
166688064,D级达人
167295825,F级达人
167567868,F级达人
167826431,F级达人
169224670,0交易达人
170313572,F级达人
17086109,F级达人
17099279,F级达人
171631770,F级达人
17309813,F级达人
173471558,F级达人
173831243,本月新增达人
173925398,0交易达人
174214251,0交易达人
17462431,本月新增达人
174860781,本月新增达人
175763661,本月新增达人
17731774,F级达人
17762534,0交易达人
18499868,0交易达人
18854056,D级达人
19246768,F级达人
19440018,F级达人
19705217,A级达人
20519739,0交易达人
21131548,0交易达人
21854238,0交易达人
22258135,A级达人
22922662,A级达人
23177920,F级达人
24204941,本月新增达人
24612338,0交易达人
25399627,A级达人
26189889,E级达人
27975581,D级达人
28741293,本月新增达人
28962388,E级达人
29506194,0交易达人
29804620,A级达人
30003141,0交易达人
30778589,A级达人
30902853,F级达人
31609964,0交易达人
33099593,F级达人
33708836,F级达人
34848414,0交易达人
34865903,F级达人
36196692,F级达人
36637525,C级达人
38289400,A级达人
38408220,F级达人
38670997,F级达人
38924178,A级达人
39190504,0交易达人
39883029,E级达人
40273177,0交易达人
41750404,F级达人
42130052,F级达人
42239956,F级达人
42386736,F级达人
42396603,F级达人
42622710,0交易达人
43303392,C级达人
43316989,F级达人
43696567,C级达人
43705792,0交易达人
44205909,D级达人
45013442,F级达人
45840342,F级达人
46701911,本月新增达人
46728167,F级达人
47227724,F级达人
47309767,B级达人
47531246,0交易达人
47533175,本月新增达人
47550049,F级达人
48103179,0交易达人
50765474,C级达人
5103613,C级达人
51997922,C级达人
53706870,本月新增达人
53834380,A级达人
54481853,0交易达人
54635337,F级达人
57455568,F级达人
57724010,F级达人
59645596,本月新增达人
60574071,本月新增达人
6058911,F级达人
60990286,C级达人
6115789,F级达人
62106405,本月新增达人
6349162,F级达人
63829188,F级达人
63987804,0交易达人
65432652,F级达人
67218424,本月新增达人
67860953,0交易达人
71903925,E级达人
73918142,0交易达人
7455764,E级达人
7522115,S级达人
7625837,E级达人
76622716,0交易达人
76853384,F级达人
79626112,0交易达人
79767826,0交易达人
81107775,本月新增达人
82655891,0交易达人
8273417,F级达人
8504966,E级达人
85161001,0交易达人
86352354,F级达人
8852452,本月新增达人
89374020,F级达人
91072162,F级达人
91234848,E级达人
91742880,F级达人
95243148,A级达人
95250319,E级达人
95880966,E级达人
100380375,0交易达人
10066329,A级达人
10083311,F级达人
10126160,F级达人
10220746,F级达人
10347953,F级达人
106292346,F级达人
108324296,F级达人
10939828,A级达人
112154952,F级达人
112534477,E级达人
112844292,F级达人
113237876,F级达人
114488731,F级达人
11681487,F级达人
120602525,E级达人
120941994,F级达人
12098630,F级达人
122042488,F级达人
125796383,E级达人
127232404,F级达人
12899960,F级达人
129028599,E级达人
131321687,F级达人
135889048,A级达人
137267268,A级达人
138441108,F级达人
142547430,E级达人
144361462,C级达人
14510490,A级达人
145908471,E级达人
145926043,F级达人
146044194,F级达人
146901562,0交易达人
147022917,F级达人
147767371,E级达人
149487411,F级达人
14951399,F级达人
150356714,F级达人
150496826,0交易达人
150678581,F级达人
15311678,0交易达人
153612511,F级达人
155980170,0交易达人
15727303,C级达人
15735134,F级达人
165077867,F级达人
16542943,B级达人
166563332,0交易达人
167714397,F级达人
16814241,E级达人
16815945,C级达人
16833856,0交易达人
169302827,0交易达人
17046805,本月新增达人
17153956,E级达人
171943811,0交易达人
172507503,E级达人
172598567,本月新增达人
173017564,0交易达人
173242854,0交易达人
173640466,0交易达人
175322067,本月新增达人
176106588,本月新增达人
18032041,0交易达人
19179725,F级达人
19269125,E级达人
19380525,C级达人
20003391,0交易达人
20393421,A级达人
22165101,F级达人
22887511,F级达人
23710534,F级达人
23844756,F级达人
24560069,F级达人
24861266,F级达人
24971877,E级达人
25706985,F级达人
25792181,F级达人
25927515,F级达人
26951348,E级达人
26998921,0交易达人
30099375,F级达人
30241590,0交易达人
31106063,A级达人
31217740,F级达人
31439891,E级达人
31456845,0交易达人
31585782,C级达人
32218364,0交易达人
32416111,A级达人
34150779,E级达人
34585705,S级达人
34614553,E级达人
36018915,0交易达人
36272884,0交易达人
36503584,E级达人
36562962,C级达人
36640705,B级达人
3684103,F级达人
37159690,本月新增达人
37668538,F级达人
38117701,F级达人
38685271,D级达人
38901495,F级达人
39565551,0交易达人
40078247,B级达人
40423406,F级达人
40755509,E级达人
41642233,本月新增达人
42364353,C级达人
42640036,F级达人
42652648,F级达人
43094644,E级达人
43349865,F级达人
44806746,0交易达人
45048027,C级达人
45543529,E级达人
45608753,B级达人
45770857,F级达人
45905738,E级达人
45909421,D级达人
46032523,C级达人
4726853,0交易达人
47426696,0交易达人
47812360,F级达人
47869430,0交易达人
48707155,E级达人
50085328,F级达人
50115250,E级达人
50272960,0交易达人
50955675,F级达人
51892109,F级达人
53076996,F级达人
53345996,F级达人
55138634,F级达人
56383632,E级达人
56532327,F级达人
5789423,C级达人
57897745,F级达人
58870021,F级达人
61641906,0交易达人
61996998,D级达人
6245509,0交易达人
63270578,0交易达人
63746056,E级达人
6418401,本月新增达人
6418908,C级达人
64603414,0交易达人
65580302,E级达人
66017501,F级达人
67220465,F级达人
67671455,E级达人
68795087,本月新增达人
69005249,F级达人
69836154,F级达人
70156238,F级达人
7026621,F级达人
7029439,F级达人
7180926,F级达人
71931978,F级达人
72487651,D级达人
72833334,F级达人
7340356,B级达人
74317804,F级达人
7491096,本月新增达人
75956779,0交易达人
76959927,F级达人
77003613,0交易达人
77391237,0交易达人
77732038,F级达人
7841653,F级达人
79125614,F级达人
81032859,F级达人
81121340,E级达人
81597231,F级达人
82282028,F级达人
84752177,F级达人
85101575,本月新增达人
8829345,0交易达人
90804322,F级达人
90903725,E级达人
9404792,F级达人
95065565,F级达人
9840207,F级达人
9941691,F级达人
101968759,0交易达人
105081640,F级达人
105208319,0交易达人
108024955,0交易达人
108214566,D级达人
110597139,F级达人
111900886,E级达人
112017374,0交易达人
113375125,F级达人
11337735,C级达人
114090082,0交易达人
114236880,F级达人
115434817,0交易达人
115788500,F级达人
118658398,0交易达人
119751543,F级达人
119763132,0交易达人
120801652,F级达人
120931058,F级达人
120947315,F级达人
121286039,F级达人
121383020,E级达人
121885786,F级达人
122070241,S级达人
12229965,A级达人
124204081,0交易达人
126599901,F级达人
126675553,F级达人
127315422,0交易达人
13121547,S级达人
13315217,F级达人
13476814,0交易达人
135458177,F级达人
13549162,A级达人
137535045,0交易达人
138280533,F级达人
13916465,F级达人
139737856,F级达人
139840114,F级达人
139926164,F级达人
141248952,0交易达人
141275590,F级达人
141453168,0交易达人
142867238,F级达人
144518280,C级达人
14579420,E级达人
146070872,F级达人
146754683,F级达人
147026670,F级达人
14709499,E级达人
14711631,E级达人
147126179,0交易达人
150597447,本月新增达人
150721669,C级达人
152963151,F级达人
15351260,F级达人
153992195,本月新增达人
15459033,F级达人
156898688,本月新增达人
15869114,C级达人
159145547,F级达人
160699668,F级达人
162491802,E级达人
16594966,F级达人
167227068,0交易达人
16734912,F级达人
16852758,B级达人
168726832,F级达人
168939315,0交易达人
169554257,C级达人
170963686,F级达人
171416519,本月新增达人
172207903,F级达人
174214615,0交易达人
175223720,本月新增达人
175763705,本月新增达人
176466002,本月新增达人
17723646,C级达人
18108235,E级达人
18323912,0交易达人
18513651,F级达人
18564813,E级达人
18950362,0交易达人
19387413,D级达人
20315789,C级达人
20510489,0交易达人
22313047,本月新增达人
22333363,C级达人
23810951,E级达人
24010232,0交易达人
24214370,F级达人
24396237,B级达人
24628620,0交易达人
25082229,C级达人
25387081,F级达人
26154199,0交易达人
26399171,C级达人
26452815,E级达人
26576885,F级达人
27242964,F级达人
27694157,F级达人
28042626,E级达人
28205180,本月新增达人
28338432,F级达人
29178990,F级达人
29428076,A级达人
31697973,0交易达人
33037667,本月新增达人
33928104,D级达人
34072339,E级达人
34998440,0交易达人
36543107,0交易达人
38362759,C级达人
38778319,本月新增达人
39130764,F级达人
39368424,F级达人
39785095,E级达人
39958453,F级达人
40086771,F级达人
40150070,F级达人
40531386,A级达人
40543158,F级达人
42484886,E级达人
42866617,0交易达人
42919446,B级达人
43087695,F级达人
43106116,0交易达人
43200062,F级达人
43223863,F级达人
43368660,F级达人
44069164,F级达人
44256473,F级达人
44539899,0交易达人
44854523,F级达人
45734194,A级达人
45748113,E级达人
46567868,F级达人
47004761,0交易达人
47077234,F级达人
47657272,F级达人
48935055,本月新增达人
48949734,F级达人
5008590,A级达人
50295834,D级达人
50681459,E级达人
51054785,F级达人
51323980,F级达人
5157513,F级达人
51605810,本月新增达人
5231472,F级达人
5254077,E级达人
5284696,B级达人
53249735,F级达人
53357724,0交易达人
53794536,E级达人
5438741,0交易达人
54659803,E级达人
55385911,0交易达人
55966256,F级达人
58448037,F级达人
59376072,F级达人
59638108,0交易达人
6268570,A级达人
6346584,B级达人
6472996,0交易达人
65073798,F级达人
65569502,E级达人
6610118,C级达人
6657532,A级达人
66867819,B级达人
6872964,本月新增达人
70511370,F级达人
7078699,F级达人
70787383,E级达人
7082003,B级达人
71057278,A级达人
71629802,本月新增达人
71837917,F级达人
71890028,F级达人
72284004,0交易达人
7365452,D级达人
73872197,0交易达人
7518286,B级达人
75953558,F级达人
77167032,F级达人
77486931,0交易达人
77648434,F级达人
7963987,F级达人
80219504,F级达人
8040325,S级达人
80571326,F级达人
8058506,本月新增达人
8133483,E级达人
81369277,E级达人
82991592,F级达人
83306056,F级达人
84015504,0交易达人
8418958,A级达人
84942676,F级达人
86103803,E级达人
8756714,A级达人
88434284,0交易达人
91239642,0交易达人
92076764,F级达人
94296032,F级达人
95306834,S级达人
9532993,A级达人
97498660,F级达人
99101969,F级达人
102601538,E级达人
102984758,0交易达人
10410430,F级达人
106482452,C级达人
107333774,F级达人
111263101,F级达人
115296469,F级达人
118937229,0交易达人
123112431,0交易达人
12326414,E级达人
124175667,F级达人
126392871,F级达人
12642419,F级达人
127810914,F级达人
128406353,B级达人
129038299,F级达人
129877930,F级达人
131507473,F级达人
131656146,E级达人
13285496,C级达人
135001977,0交易达人
135434066,F级达人
13632822,F级达人
136474932,E级达人
13650990,A级达人
137004761,0交易达人
137730131,F级达人
141134979,F级达人
141917391,F级达人
14495986,本月新增达人
14513851,D级达人
146373519,F级达人
14757077,F级达人
14807595,F级达人
14970642,F级达人
14992589,C级达人
15114206,C级达人
153213186,F级达人
156700379,F级达人
15809640,C级达人
15878225,0交易达人
159141581,D级达人
159372912,0交易达人
162032247,F级达人
163172092,F级达人
16612298,E级达人
166430805,F级达人
16695923,C级达人
166977051,E级达人
170401745,F级达人
170629630,E级达人
170823663,本月新增达人
171022096,F级达人
172513170,C级达人
173817837,0交易达人
173945713,0交易达人
175457738,本月新增达人
175685099,本月新增达人
17578605,F级达人
176005672,本月新增达人
176117175,本月新增达人
17848698,0交易达人
18030546,E级达人
18075352,0交易达人
18318351,0交易达人
19074004,F级达人
20343357,E级达人
20413130,0交易达人
20846744,E级达人
21679237,C级达人
22337721,C级达人
23163839,F级达人
23267936,A级达人
24103678,F级达人
24726513,F级达人
24835862,F级达人
25484471,F级达人
25602076,F级达人
26465056,F级达人
26620819,B级达人
27231167,E级达人
27401543,F级达人
27925911,F级达人
28005535,F级达人
28220355,F级达人
28510395,0交易达人
30275733,F级达人
30377869,F级达人
31581620,A级达人
31838923,F级达人
32028625,F级达人
32322591,F级达人
32745831,C级达人
33070286,B级达人
33515189,S级达人
34978073,F级达人
35190666,E级达人
36247698,F级达人
36251918,C级达人
36468892,0交易达人
36763344,F级达人
37510794,0交易达人
37669623,F级达人
38201625,F级达人
38766922,F级达人
39667664,0交易达人
40292973,C级达人
40948272,0交易达人
41034884,F级达人
41884404,C级达人
42016722,F级达人
42046247,F级达人
44014596,0交易达人
44242553,A级达人
45345561,F级达人
45893787,F级达人
47304153,F级达人
48119333,本月新增达人
48229211,F级达人
48697761,F级达人
49132073,F级达人
50277403,C级达人
50544439,F级达人
51701421,A级达人
51832745,F级达人
53549838,F级达人
5364521,F级达人
5476049,0交易达人
56082724,C级达人
56399409,F级达人
56506862,F级达人
56863592,C级达人
57656044,C级达人
5879436,A级达人
60659650,E级达人
62334525,F级达人
63747501,D级达人
6390107,C级达人
64811898,本月新增达人
6496481,F级达人
65362189,E级达人
66140192,0交易达人
6723452,E级达人
6760970,0交易达人
67856706,C级达人
68541388,F级达人
6959463,F级达人
7124717,E级达人
71574934,F级达人
74078710,F级达人
7471979,E级达人
7586016,E级达人
76953721,C级达人
79666833,0交易达人
8042336,E级达人
81155187,F级达人
81570957,本月新增达人
8183519,F级达人
8262393,F级达人
84681961,F级达人
85165176,F级达人
85371267,0交易达人
8593732,C级达人
8737756,A级达人
87896265,F级达人
91619949,A级达人
