user_id,user_level
0,S级达人
10080206,0交易达人
101045679,F级达人
108986769,本月新增达人
118126866,F级达人
11818624,本月新增达人
119732936,本月新增达人
122956293,F级达人
12573626,B级达人
126092147,A级达人
127302915,C级达人
127739307,0交易达人
12919196,F级达人
12931966,0交易达人
129772411,F级达人
129877930,F级达人
130670838,F级达人
133030494,F级达人
136882678,E级达人
139239287,0交易达人
144164090,0交易达人
14436215,D级达人
146004246,F级达人
14651369,F级达人
146547549,F级达人
148002644,F级达人
150366774,C级达人
150703387,0交易达人
150825959,0交易达人
151299774,F级达人
15185769,0交易达人
153933894,F级达人
154076961,F级达人
158549040,F级达人
159567548,0交易达人
161959735,F级达人
16526078,0交易达人
166422589,0交易达人
166430805,F级达人
166943832,0交易达人
16790790,F级达人
17046805,本月新增达人
172926242,F级达人
173925398,0交易达人
174323725,本月新增达人
175196604,本月新增达人
175517391,本月新增达人
175571877,本月新增达人
175668195,本月新增达人
175778386,本月新增达人
176107523,本月新增达人
176558466,本月新增达人
18353629,F级达人
18643568,C级达人
19889832,A级达人
20369414,C级达人
20674430,F级达人
22964856,本月新增达人
23014784,F级达人
23076819,F级达人
23272409,F级达人
23971957,B级达人
23972682,F级达人
24204941,本月新增达人
24679363,D级达人
25973125,0交易达人
28104131,F级达人
28231419,F级达人
28371341,C级达人
29692625,D级达人
31665671,E级达人
32192444,F级达人
32695947,F级达人
32938511,B级达人
33473948,0交易达人
34150779,E级达人
35461405,F级达人
36273190,A级达人
36597408,本月新增达人
3690757,F级达人
3690765,F级达人
37313117,F级达人
37928524,本月新增达人
42106090,F级达人
42852816,F级达人
45114155,E级达人
45190244,F级达人
45785759,0交易达人
48682545,B级达人
49792202,本月新增达人
50203157,D级达人
50544439,F级达人
5315475,F级达人
53815548,0交易达人
5382997,E级达人
5665281,0交易达人
57035585,B级达人
5707564,F级达人
57204025,B级达人
63040642,F级达人
6394919,A级达人
6398721,E级达人
64017311,E级达人
6436511,B级达人
64811898,本月新增达人
65574759,F级达人
65769646,F级达人
65901900,F级达人
6932210,F级达人
70405942,B级达人
7219051,E级达人
7365452,D级达人
7389740,F级达人
7390954,F级达人
76720373,F级达人
7698878,A级达人
77010715,F级达人
78542035,F级达人
82429516,F级达人
8384010,0交易达人
86283620,F级达人
88313295,E级达人
8879468,E级达人
91673475,F级达人
9181932,F级达人
9386931,C级达人
10052083,F级达人
105186477,F级达人
110143803,F级达人
118039744,E级达人
11915363,F级达人
120988754,F级达人
121286039,F级达人
122693579,F级达人
124849064,E级达人
12502332,F级达人
125694011,F级达人
127837159,E级达人
128617565,F级达人
12981203,本月新增达人
13010422,0交易达人
130654068,0交易达人
131184621,F级达人
136540338,F级达人
13697683,本月新增达人
13790688,F级达人
